participantID, age, gender, education, IUIPC, ownership, data, device, recipient, likert
820, 34, Male, Somecollege, 59, No, "unmuted a call", smartphone, noone, 5 
820, 34, Male, Somecollege, 59, No, "took screenshots while using other apps", smartphone, noone, 5 
820, 34, Male, Somecollege, 59, No, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, appserver, 4 
820, 34, Male, Somecollege, 59, No, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, friends, 5 
820, 34, Male, Somecollege, 59, No, " recorded your work conversations ", cubetastic3000, public, 5 
820, 34, Male, Somecollege, 59, No, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, appserver, 5 
820, 34, Male, Somecollege, 59, No, " when and how much you spend time alone ", cubetastic3000, work, 5 
820, 34, Male, Somecollege, 59, No, " your address ", cubetastic3000, public, 5 
2107, 35, Male, Masters, 62, No, "took screenshots while using other apps", smartphone, noone, 5 
2107, 35, Male, Masters, 62, No, "sent premium texts or calls", smartphone, noone, 5 
2107, 35, Male, Masters, 62, No, "sent premium texts or calls", cubetastic3000, noone, 5 
2107, 35, Male, Masters, 62, No, " the language you were speaking ", cubetastic3000, public, 3 
2107, 35, Male, Masters, 62, No, " who you were spending time with ", cubetastic3000, appserver, 2 
2107, 35, Male, Masters, 62, No, " recorded your passing conversations ", cubetastic3000, friends, 5 
2107, 35, Male, Masters, 62, No, " photos of you (with an inward-facing camera) at random ", cubetastic3000, friends, 5 
2107, 35, Male, Masters, 62, No, " videos of people (with an outward-facing camera) at random ", cubetastic3000, work, 5 
2091, 25, Male, Somecollege, 70, No, "unmuted a call", smartphone, noone, 5 
2091, 25, Male, Somecollege, 70, No, "took screenshots while using other apps", smartphone, noone, 5 
2091, 25, Male, Somecollege, 70, No, " the language you were speaking ", cubetastic3000, work, 5 
2091, 25, Male, Somecollege, 70, No, " when you are sick or healthy ", cubetastic3000, work, 5 
2091, 25, Male, Somecollege, 70, No, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, public, 5 
2091, 25, Male, Somecollege, 70, No, " your name ", cubetastic3000, work, 5 
2091, 25, Male, Somecollege, 70, No, " your social security number ", cubetastic3000, public, 5 
2091, 25, Male, Somecollege, 70, No, " your username and password for websites ", cubetastic3000, appserver, 5 
729, 32, Male, Highschool, 56, No, "vibration", smartphone, noone, 3 
729, 32, Male, Highschool, 56, No, "took screenshots while using other apps", smartphone, noone, 5 
729, 32, Male, Highschool, 56, No, " when, how, and how much you exercise ", cubetastic3000, friends, 1 
729, 32, Male, Highschool, 56, No, " a photo of you off-guard ", cubetastic3000, work, 4 
729, 32, Male, Highschool, 56, No, " a photo of you off-guard ", cubetastic3000, public, 5 
729, 32, Male, Highschool, 56, No, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, appserver, 2 
729, 32, Male, Highschool, 56, No, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, public, 1 
729, 32, Male, Highschool, 56, No, " what medication you take ", cubetastic3000, appserver, 1 
1079, 29, Male, Masters, 60, No, "vibration", smartphone, noone, 5 
1079, 29, Male, Masters, 60, No, "connected to a bluetooth device", smartphone, noone, 4 
1079, 29, Male, Masters, 60, No, " who you were spending time with ", cubetastic3000, work, 5 
1079, 29, Male, Masters, 60, No, " recorded you talking to yourself (making voice notes) ", cubetastic3000, appserver, 5 
1079, 29, Male, Masters, 60, No, " a photo of you off-guard ", cubetastic3000, public, 5 
1079, 29, Male, Masters, 60, No, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, work, 5 
1079, 29, Male, Masters, 60, No, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, work, 5 
1692, 34, Male, Highschool, 70, No, "connected to a bluetooth device", smartphone, noone, 2 
1692, 34, Male, Highschool, 70, No, "took screenshots while using other apps", smartphone, noone, 5 
1692, 34, Male, Highschool, 70, No, " your fingerprint somehow ", cubetastic3000, work, 5 
1692, 34, Male, Highschool, 70, No, " when you are sick or healthy ", cubetastic3000, public, 5 
1692, 34, Male, Highschool, 70, No, " recorded your passing conversations ", cubetastic3000, friends, 5 
1692, 34, Male, Highschool, 70, No, " photos of people (with an outward-facing camera) at random ", cubetastic3000, appserver, 5 
1692, 34, Male, Highschool, 70, No, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, appserver, 5 
1692, 34, Male, Highschool, 70, No, " your social security number ", cubetastic3000, appserver, 5 
2311, 62, Female, Highschool, 68, No, "vibration", smartphone, noone, 4 
2311, 62, Female, Highschool, 68, No, "unmuted a call", smartphone, noone, 5 
2311, 62, Female, Highschool, 68, No, " when, how much, and what you are eating ", cubetastic3000, friends, 4 
2311, 62, Female, Highschool, 68, No, " when you are sick or healthy ", cubetastic3000, friends, 4 
2311, 62, Female, Highschool, 68, No, " how close you are to other people you interact with ", cubetastic3000, public, 5 
2311, 62, Female, Highschool, 68, No, " recorded your work conversations ", cubetastic3000, appserver, 5 
2311, 62, Female, Highschool, 68, No, " an incriminating video of you doing something embarrassing ", cubetastic3000, work, 5 
2311, 62, Female, Highschool, 68, No, " your social security number ", cubetastic3000, friends, 5 
1766, 43, Male, Highschool, 47, No, "connected to a bluetooth device", smartphone, noone, 3 
1766, 43, Male, Highschool, 47, No, "sent premium texts or calls", smartphone, noone, 5 
1766, 43, Male, Highschool, 47, No, " when, how, and how much you exercise ", cubetastic3000, appserver, 1 
1766, 43, Male, Highschool, 47, No, " recorded your phone conversations ", cubetastic3000, public, 5 
1766, 43, Male, Highschool, 47, No, " recorded your passing conversations ", cubetastic3000, friends, 5 
1766, 43, Male, Highschool, 47, No, " photos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 5 
1766, 43, Male, Highschool, 47, No, " photos at work (with an outward-facing camera) ", cubetastic3000, friends, 5 
1766, 43, Male, Highschool, 47, No, " your address ", cubetastic3000, work, 5 
1726, 22, Male, Somecollege, 57, No, "took screenshots while using other apps", smartphone, noone, 5 
1726, 22, Male, Somecollege, 57, No, "sent premium texts or calls", smartphone, noone, 5 
1726, 22, Male, Somecollege, 57, No, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, public, 5 
1726, 22, Male, Somecollege, 57, No, " shared videos you which are already on your device ", cubetastic3000, friends, 5 
1726, 22, Male, Somecollege, 57, No, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, appserver, 2 
1726, 22, Male, Somecollege, 57, No, " videos at work (with an outward-facing camera) ", cubetastic3000, work, 4 
1726, 22, Male, Somecollege, 57, No, " your bank account information ", cubetastic3000, public, 5 
1726, 22, Male, Somecollege, 57, No, " how much money you have ", cubetastic3000, public, 5 
581, 45, Male, Bachelors, 70, Yes, "connected to a bluetooth device", smartphone, noone, 3 
581, 45, Male, Bachelors, 70, Yes, "took screenshots while using other apps", smartphone, noone, 4 
581, 45, Male, Bachelors, 70, Yes, " your heart rate ", cubetastic3000, work, 4 
581, 45, Male, Bachelors, 70, Yes, " when and how much you have sex ", cubetastic3000, friends, 5 
581, 45, Male, Bachelors, 70, Yes, " how close you are to other people you interact with ", cubetastic3000, work, 4 
581, 45, Male, Bachelors, 70, Yes, " a video of you off-guard ", cubetastic3000, work, 5 
581, 45, Male, Bachelors, 70, Yes, " where you are currently going (by observing maps, etc.) ", cubetastic3000, work, 5 
581, 45, Male, Bachelors, 70, Yes, " your bank account information ", cubetastic3000, friends, 5 
1832, 29, Female, Bachelors, 62, No, "connected to a bluetooth device", smartphone, noone, 2 
1832, 29, Female, Bachelors, 62, No, "took screenshots while using other apps", smartphone, noone, 2 
1832, 29, Female, Bachelors, 62, No, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, public, 5 
1832, 29, Female, Bachelors, 62, No, " recorded you talking to yourself (making voice notes) ", cubetastic3000, friends, 5 
1832, 29, Female, Bachelors, 62, No, " photos at work (with an outward-facing camera) ", cubetastic3000, friends, 5 
1832, 29, Female, Bachelors, 62, No, " videos of you (with an inward-facing camera) at home ", cubetastic3000, public, 5 
1832, 29, Female, Bachelors, 62, No, " videos at work (with an outward-facing camera) ", cubetastic3000, public, 5 
1832, 29, Female, Bachelors, 62, No, " how much you use your phone ", cubetastic3000, work, 5 
858, 49, Male, Bachelors, 67, No, "took screenshots while using other apps", smartphone, noone, 5 
858, 49, Male, Bachelors, 67, No, "sent premium texts or calls", smartphone, noone, 5 
858, 49, Male, Bachelors, 67, No, " your gender ", cubetastic3000, public, 2 
858, 49, Male, Bachelors, 67, No, " recorded your work conversations ", cubetastic3000, appserver, 5 
858, 49, Male, Bachelors, 67, No, " recorded the sound around you ", cubetastic3000, public, 5 
858, 49, Male, Bachelors, 67, No, " shared videos others sent you saved on your device ", cubetastic3000, friends, 5 
858, 49, Male, Bachelors, 67, No, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, work, 5 
858, 49, Male, Bachelors, 67, No, " when and how much you spend time alone ", cubetastic3000, public, 5 
2215, 21, Male, Somecollege, 56, No, "took screenshots while using other apps", smartphone, noone, 4 
2215, 21, Male, Somecollege, 56, No, "sent premium texts or calls", smartphone, noone, 5 
2215, 21, Male, Somecollege, 56, No, " when and how well you are sleeping ", cubetastic3000, work, 4 
2215, 21, Male, Somecollege, 56, No, " when you are sick or healthy ", cubetastic3000, public, 5 
2215, 21, Male, Somecollege, 56, No, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, public, 5 
2215, 21, Male, Somecollege, 56, No, " videos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 5 
2215, 21, Male, Somecollege, 56, No, " a video of you intoxicated ", cubetastic3000, public, 5 
2215, 21, Male, Somecollege, 56, No, " how much you use your computer ", cubetastic3000, friends, 3 
1951, 32, Male, Highschool, 68, No, "connected to a bluetooth device", smartphone, noone, 3 
1951, 32, Male, Highschool, 68, No, "unmuted a call", smartphone, noone, 5 
1951, 32, Male, Highschool, 68, No, "unmuted a call", cubetastic3000, noone, 5 
1951, 32, Male, Highschool, 68, No, " how close you are to other people you interact with ", cubetastic3000, public, 4 
1951, 32, Male, Highschool, 68, No, " recorded you talking to yourself (making voice notes) ", cubetastic3000, work, 5 
1951, 32, Male, Highschool, 68, No, " photos of people (with an outward-facing camera) at random ", cubetastic3000, public, 3 
1951, 32, Male, Highschool, 68, No, " photos of people (with an outward-facing camera) at random ", cubetastic3000, appserver, 2 
1951, 32, Male, Highschool, 68, No, " what television shows you watch ", cubetastic3000, work, 4 
247, 28, Female, Bachelors, 64, Yes, "connected to a bluetooth device", smartphone, noone, 2 
247, 28, Female, Bachelors, 64, Yes, "unmuted a call", smartphone, noone, 3 
247, 28, Female, Bachelors, 64, Yes, " how close you are to other people you interact with ", cubetastic3000, public, 5 
247, 28, Female, Bachelors, 64, Yes, " photos of you (with an inward-facing camera) at random ", cubetastic3000, public, 5 
247, 28, Female, Bachelors, 64, Yes, " photos of you (with an inward-facing camera) at home ", cubetastic3000, work, 5 
247, 28, Female, Bachelors, 64, Yes, " a photo of you off-guard ", cubetastic3000, friends, 5 
247, 28, Female, Bachelors, 64, Yes, " an incriminating video of you doing something embarrassing ", cubetastic3000, public, 5 
247, 28, Female, Bachelors, 64, Yes, " where you are currently going (by observing maps, etc.) ", cubetastic3000, work, 4 
1785, 23, Male, Highschool, 61, No, "vibration", smartphone, noone, 2 
1785, 23, Male, Highschool, 61, No, "connected to a bluetooth device", smartphone, noone, 3 
1785, 23, Male, Highschool, 61, No, "sent premium texts or calls", cubetastic3000, noone, 5 
1785, 23, Male, Highschool, 61, No, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, friends, 3 
1785, 23, Male, Highschool, 61, No, " how close you are to other people you interact with ", cubetastic3000, work, 4 
1785, 23, Male, Highschool, 61, No, " photos at work (with an outward-facing camera) ", cubetastic3000, appserver, 5 
1785, 23, Male, Highschool, 61, No, " videos of people (with an outward-facing camera) at random ", cubetastic3000, work, 5 
1785, 23, Male, Highschool, 61, No, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, work, 4 
1878, 51, Female, Bachelors, 46, No, "vibration", smartphone, noone, 1 
1878, 51, Female, Bachelors, 46, No, "took screenshots while using other apps", smartphone, noone, 4 
1878, 51, Female, Bachelors, 46, No, "connected to a bluetooth device", cubetastic3000, noone, 2 
1878, 51, Female, Bachelors, 46, No, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, public, 3 
1878, 51, Female, Bachelors, 46, No, " what medical conditions you have ", cubetastic3000, appserver, 4 
1878, 51, Female, Bachelors, 46, No, " copied and uploaded audio recordings you made on your device ", cubetastic3000, public, 4 
1878, 51, Female, Bachelors, 46, No, " a photo of you off-guard ", cubetastic3000, public, 4 
