participantID, age, gender, education, IUIPC, data, device, recipient, likert
2091, 25, Male, Somecollege, 70, "unmuted a call", smartphone, noone, 5 
2091, 25, Male, Somecollege, 70, "took screenshots while using other apps", smartphone, noone, 5 
2091, 25, Male, Somecollege, 70, " the language you were speaking ", cubetastic3000, work, 5 
2091, 25, Male, Somecollege, 70, " when you are sick or healthy ", cubetastic3000, work, 5 
2091, 25, Male, Somecollege, 70, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, public, 5 
2091, 25, Male, Somecollege, 70, " your name ", cubetastic3000, work, 5 
2091, 25, Male, Somecollege, 70, " your social security number ", cubetastic3000, public, 5 
2091, 25, Male, Somecollege, 70, " your username and password for websites ", cubetastic3000, appserver, 5 
729, 32, Male, Highschool, 56, "vibration", smartphone, noone, 3 
729, 32, Male, Highschool, 56, "took screenshots while using other apps", smartphone, noone, 5 
729, 32, Male, Highschool, 56, " when, how, and how much you exercise ", cubetastic3000, friends, 1 
729, 32, Male, Highschool, 56, " a photo of you off-guard ", cubetastic3000, work, 4 
729, 32, Male, Highschool, 56, " a photo of you off-guard ", cubetastic3000, public, 5 
729, 32, Male, Highschool, 56, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, appserver, 2 
729, 32, Male, Highschool, 56, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, public, 1 
729, 32, Male, Highschool, 56, " what medication you take ", cubetastic3000, appserver, 1 
1079, 29, Male, Masters, 60, "vibration", smartphone, noone, 5 
1079, 29, Male, Masters, 60, "connected to a bluetooth device", smartphone, noone, 4 
1079, 29, Male, Masters, 60, " who you were spending time with ", cubetastic3000, work, 5 
1079, 29, Male, Masters, 60, " recorded you talking to yourself (making voice notes) ", cubetastic3000, appserver, 5 
1079, 29, Male, Masters, 60, " a photo of you off-guard ", cubetastic3000, public, 5 
1079, 29, Male, Masters, 60, " where you live somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, work, 5 
1079, 29, Male, Masters, 60, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, work, 5 
1692, 34, Male, Highschool, 70, "connected to a bluetooth device", smartphone, noone, 2 
1692, 34, Male, Highschool, 70, "took screenshots while using other apps", smartphone, noone, 5 
1692, 34, Male, Highschool, 70, " your fingerprint somehow ", cubetastic3000, work, 5 
1692, 34, Male, Highschool, 70, " when you are sick or healthy ", cubetastic3000, public, 5 
1692, 34, Male, Highschool, 70, " recorded your passing conversations ", cubetastic3000, friends, 5 
1692, 34, Male, Highschool, 70, " photos of people (with an outward-facing camera) at random ", cubetastic3000, appserver, 5 
1692, 34, Male, Highschool, 70, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, appserver, 5 
1692, 34, Male, Highschool, 70, " your social security number ", cubetastic3000, appserver, 5 
2311, 62, Female, Highschool, 68, "vibration", smartphone, noone, 4 
2311, 62, Female, Highschool, 68, "unmuted a call", smartphone, noone, 5 
2311, 62, Female, Highschool, 68, " when, how much, and what you are eating ", cubetastic3000, friends, 4 
2311, 62, Female, Highschool, 68, " when you are sick or healthy ", cubetastic3000, friends, 4 
2311, 62, Female, Highschool, 68, " how close you are to other people you interact with ", cubetastic3000, public, 5 
2311, 62, Female, Highschool, 68, " recorded your work conversations ", cubetastic3000, appserver, 5 
2311, 62, Female, Highschool, 68, " an incriminating video of you doing something embarrassing ", cubetastic3000, work, 5 
2311, 62, Female, Highschool, 68, " your social security number ", cubetastic3000, friends, 5 
1766, 43, Male, Highschool, 47, "connected to a bluetooth device", smartphone, noone, 3 
1766, 43, Male, Highschool, 47, "sent premium texts or calls", smartphone, noone, 5 
1766, 43, Male, Highschool, 47, " when, how, and how much you exercise ", cubetastic3000, appserver, 1 
1766, 43, Male, Highschool, 47, " recorded your phone conversations ", cubetastic3000, public, 5 
1766, 43, Male, Highschool, 47, " recorded your passing conversations ", cubetastic3000, friends, 5 
1766, 43, Male, Highschool, 47, " photos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 5 
1766, 43, Male, Highschool, 47, " photos at work (with an outward-facing camera) ", cubetastic3000, friends, 5 
1766, 43, Male, Highschool, 47, " your address ", cubetastic3000, work, 5 
1726, 22, Male, Somecollege, 57, "took screenshots while using other apps", smartphone, noone, 5 
1726, 22, Male, Somecollege, 57, "sent premium texts or calls", smartphone, noone, 5 
1726, 22, Male, Somecollege, 57, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, public, 5 
1726, 22, Male, Somecollege, 57, " shared videos you which are already on your device ", cubetastic3000, friends, 5 
1726, 22, Male, Somecollege, 57, " shared videos you downloaded on the internet saved on your device ", cubetastic3000, appserver, 2 
1726, 22, Male, Somecollege, 57, " videos at work (with an outward-facing camera) ", cubetastic3000, work, 4 
1726, 22, Male, Somecollege, 57, " your bank account information ", cubetastic3000, public, 5 
1726, 22, Male, Somecollege, 57, " how much money you have ", cubetastic3000, public, 5 
581, 45, Male, Bachelors, 70, "connected to a bluetooth device", smartphone, noone, 3 
581, 45, Male, Bachelors, 70, "took screenshots while using other apps", smartphone, noone, 4 
581, 45, Male, Bachelors, 70, " your heart rate ", cubetastic3000, work, 4 
581, 45, Male, Bachelors, 70, " when and how much you have sex ", cubetastic3000, friends, 5 
581, 45, Male, Bachelors, 70, " how close you are to other people you interact with ", cubetastic3000, work, 4 
581, 45, Male, Bachelors, 70, " a video of you off-guard ", cubetastic3000, work, 5 
581, 45, Male, Bachelors, 70, " where you are currently going (by observing maps, etc.) ", cubetastic3000, work, 5 
581, 45, Male, Bachelors, 70, " your bank account information ", cubetastic3000, friends, 5 
1832, 29, Female, Bachelors, 62, "connected to a bluetooth device", smartphone, noone, 2 
1832, 29, Female, Bachelors, 62, "took screenshots while using other apps", smartphone, noone, 2 
1832, 29, Female, Bachelors, 62, " copied and uploaded sounds saved on your device (notification noises, etc.) ", cubetastic3000, public, 5 
1832, 29, Female, Bachelors, 62, " recorded you talking to yourself (making voice notes) ", cubetastic3000, friends, 5 
1832, 29, Female, Bachelors, 62, " photos at work (with an outward-facing camera) ", cubetastic3000, friends, 5 
1832, 29, Female, Bachelors, 62, " videos of you (with an inward-facing camera) at home ", cubetastic3000, public, 5 
1832, 29, Female, Bachelors, 62, " videos at work (with an outward-facing camera) ", cubetastic3000, public, 5 
1832, 29, Female, Bachelors, 62, " how much you use your phone ", cubetastic3000, work, 5 
858, 49, Male, Bachelors, 67, "took screenshots while using other apps", smartphone, noone, 5 
858, 49, Male, Bachelors, 67, "sent premium texts or calls", smartphone, noone, 5 
858, 49, Male, Bachelors, 67, " your gender ", cubetastic3000, public, 2 
858, 49, Male, Bachelors, 67, " recorded your work conversations ", cubetastic3000, appserver, 5 
858, 49, Male, Bachelors, 67, " recorded the sound around you ", cubetastic3000, public, 5 
858, 49, Male, Bachelors, 67, " shared videos others sent you saved on your device ", cubetastic3000, friends, 5 
858, 49, Male, Bachelors, 67, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, work, 5 
858, 49, Male, Bachelors, 67, " when and how much you spend time alone ", cubetastic3000, public, 5 
2215, 21, Male, Somecollege, 56, "took screenshots while using other apps", smartphone, noone, 4 
2215, 21, Male, Somecollege, 56, "sent premium texts or calls", smartphone, noone, 5 
2215, 21, Male, Somecollege, 56, " when and how well you are sleeping ", cubetastic3000, work, 4 
2215, 21, Male, Somecollege, 56, " when you are sick or healthy ", cubetastic3000, public, 5 
2215, 21, Male, Somecollege, 56, " shared photos you downloaded from the internet saved on your device ", cubetastic3000, public, 5 
2215, 21, Male, Somecollege, 56, " videos of you (with an inward-facing camera) at random ", cubetastic3000, appserver, 5 
2215, 21, Male, Somecollege, 56, " a video of you intoxicated ", cubetastic3000, public, 5 
2215, 21, Male, Somecollege, 56, " how much you use your computer ", cubetastic3000, friends, 3 
1951, 32, Male, Highschool, 68, "connected to a bluetooth device", smartphone, noone, 3 
1951, 32, Male, Highschool, 68, "unmuted a call", smartphone, noone, 5 
1951, 32, Male, Highschool, 68, "unmuted a call", cubetastic3000, noone, 5 
1951, 32, Male, Highschool, 68, " how close you are to other people you interact with ", cubetastic3000, public, 4 
1951, 32, Male, Highschool, 68, " recorded you talking to yourself (making voice notes) ", cubetastic3000, work, 5 
1951, 32, Male, Highschool, 68, " photos of people (with an outward-facing camera) at random ", cubetastic3000, public, 3 
1951, 32, Male, Highschool, 68, " photos of people (with an outward-facing camera) at random ", cubetastic3000, appserver, 2 
1951, 32, Male, Highschool, 68, " what television shows you watch ", cubetastic3000, work, 4 
247, 28, Female, Bachelors, 64, "connected to a bluetooth device", smartphone, noone, 2 
247, 28, Female, Bachelors, 64, "unmuted a call", smartphone, noone, 3 
247, 28, Female, Bachelors, 64, " how close you are to other people you interact with ", cubetastic3000, public, 5 
247, 28, Female, Bachelors, 64, " photos of you (with an inward-facing camera) at random ", cubetastic3000, public, 5 
247, 28, Female, Bachelors, 64, " photos of you (with an inward-facing camera) at home ", cubetastic3000, work, 5 
247, 28, Female, Bachelors, 64, " a photo of you off-guard ", cubetastic3000, friends, 5 
247, 28, Female, Bachelors, 64, " an incriminating video of you doing something embarrassing ", cubetastic3000, public, 5 
247, 28, Female, Bachelors, 64, " where you are currently going (by observing maps, etc.) ", cubetastic3000, work, 4 
1785, 23, Male, Highschool, 61, "vibration", smartphone, noone, 2 
1785, 23, Male, Highschool, 61, "connected to a bluetooth device", smartphone, noone, 3 
1785, 23, Male, Highschool, 61, "sent premium texts or calls", cubetastic3000, noone, 5 
1785, 23, Male, Highschool, 61, " how you were feeling based on heart rate, breathing, and/or temperature ", cubetastic3000, friends, 3 
1785, 23, Male, Highschool, 61, " how close you are to other people you interact with ", cubetastic3000, work, 4 
1785, 23, Male, Highschool, 61, " photos at work (with an outward-facing camera) ", cubetastic3000, appserver, 5 
1785, 23, Male, Highschool, 61, " videos of people (with an outward-facing camera) at random ", cubetastic3000, work, 5 
1785, 23, Male, Highschool, 61, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, work, 4 
1878, 51, Female, Bachelors, 46, "vibration", smartphone, noone, 1 
1878, 51, Female, Bachelors, 46, "took screenshots while using other apps", smartphone, noone, 4 
1878, 51, Female, Bachelors, 46, "connected to a bluetooth device", cubetastic3000, noone, 2 
1878, 51, Female, Bachelors, 46, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, public, 3 
1878, 51, Female, Bachelors, 46, " what medical conditions you have ", cubetastic3000, appserver, 4 
1878, 51, Female, Bachelors, 46, " copied and uploaded audio recordings you made on your device ", cubetastic3000, public, 4 
1878, 51, Female, Bachelors, 46, " a photo of you off-guard ", cubetastic3000, public, 4 
1878, 51, Female, Bachelors, 46, " a video of you entering in a digital passcode to a locked door ", cubetastic3000, work, 4 
2325, 27, Male, Somecollege, 61, "vibration", smartphone, noone, 1 
2325, 27, Male, Somecollege, 61, "unmuted a call", smartphone, noone, 2 
2325, 27, Male, Somecollege, 61, " when and how well you are sleeping ", cubetastic3000, appserver, 4 
2325, 27, Male, Somecollege, 61, " when, how, and how much you exercise ", cubetastic3000, friends, 4 
2325, 27, Male, Somecollege, 61, " shared videos you which are already on your device ", cubetastic3000, public, 5 
2325, 27, Male, Somecollege, 61, " what websites you go to ", cubetastic3000, appserver, 5 
2325, 27, Male, Somecollege, 61, " how much debt you have ", cubetastic3000, appserver, 5 
2260, 27, Male, Bachelors, 53, "vibration", smartphone, noone, 2 
2260, 27, Male, Bachelors, 53, "took screenshots while using other apps", smartphone, noone, 4 
2260, 27, Male, Bachelors, 53, " the language you were speaking ", cubetastic3000, public, 3 
2260, 27, Male, Bachelors, 53, " scanned your eye to learn your eye patterns (for eye tracking) ", cubetastic3000, work, 5 
2260, 27, Male, Bachelors, 53, " an incriminating photo of you doing something embarrassing ", cubetastic3000, work, 5 
2260, 27, Male, Bachelors, 53, " where you work somehow (looking at your map settings or history or observing documents and commutes) ", cubetastic3000, friends, 4 
2260, 27, Male, Bachelors, 53, " your address ", cubetastic3000, appserver, 4 
2260, 27, Male, Bachelors, 53, " your username for websites ", cubetastic3000, appserver, 3 
1740, 34, Male, Somecollege, 65, "vibration", smartphone, noone, 5 
1740, 34, Male, Somecollege, 65, "connected to a bluetooth device", smartphone, noone, 5 
1740, 34, Male, Somecollege, 65, " when you were lying, nervous, or stressed ", cubetastic3000, work, 5 
